City_ID,City,Country,Date,Lat,Lng,Max_Temp,Humidity,Cloudiness,Wind Speed,Current Description
190,Nador,MA,2022-07-20 13:55:47,35.174,-2.9287,91.47,74,20,8.05,few clouds
191,Chanasma,IN,2022-07-20 13:55:47,23.7167,72.1167,86.72,66,100,15.14,overcast clouds
192,Acarau,BR,2022-07-20 13:51:12,-2.8856,-40.12,85.93,55,11,10.11,few clouds
193,Turbat,PK,2022-07-20 13:55:47,26.0023,63.044,89.47,65,86,16.49,overcast clouds
194,Berzence,HU,2022-07-20 13:55:48,46.2091,17.1481,96.51,14,0,5.46,clear sky
195,Dingle,PH,2022-07-20 13:55:48,10.9995,122.6711,78.53,87,83,3.22,broken clouds
196,Morant Bay,JM,2022-07-20 13:55:48,17.8815,-76.4093,85.71,70,2,11.05,clear sky
197,Lockhart,US,2022-07-20 13:55:49,28.6194,-81.4426,89.1,74,3,1.01,clear sky
198,Manadhoo,MV,2022-07-20 13:55:49,5.7667,73.3833,80.82,78,100,14.09,heavy intensity rain
199,Vigrestad,NO,2022-07-20 13:55:49,58.5667,5.7,74.97,73,100,11.18,overcast clouds
200,Fortuna,US,2022-07-20 13:55:50,40.5982,-124.1573,54.66,91,48,3.06,scattered clouds
201,Maceio,BR,2022-07-20 13:55:50,-9.6658,-35.7353,80.04,73,75,6.91,broken clouds
202,Karimpur,IN,2022-07-20 13:55:50,23.9667,88.6167,85.87,70,100,10.4,light rain
203,Masaka,UG,2022-07-20 13:55:51,-0.3338,31.7341,76.77,43,18,13.02,few clouds
204,Ponta Do Sol,PT,2022-07-20 13:55:51,32.6667,-17.1,83.71,65,0,2.98,clear sky
205,Ostrovnoy,RU,2022-07-20 13:55:51,68.0531,39.5131,53.94,81,9,9.33,clear sky
206,Bud,US,2022-07-20 13:55:52,39.447,-86.1758,82.92,88,7,11.48,clear sky
207,Tahta,EG,2022-07-20 13:55:52,26.7693,31.5021,103.32,13,0,17.27,clear sky
208,Alta Floresta,BR,2022-07-20 13:55:52,-9.8756,-56.0861,85.82,42,0,9.22,clear sky
209,Alto Parana,BR,2022-07-20 13:55:53,-23.1289,-52.3189,76.33,56,0,15.59,clear sky
210,Dalbandin,PK,2022-07-20 13:55:53,28.8947,64.4101,104.45,16,6,9.62,clear sky
211,Sitka,US,2022-07-20 13:55:53,57.0531,-135.33,53.49,82,100,0.0,overcast clouds
212,Bam,IR,2022-07-20 13:55:53,29.106,58.357,100.56,8,6,12.62,clear sky
213,Jiaojiang,CN,2022-07-20 13:55:54,28.6803,121.4428,79.52,93,100,4.7,overcast clouds
214,Yar-Sale,RU,2022-07-20 13:55:54,66.8333,70.8333,65.53,43,20,13.58,few clouds
215,Kushima,JP,2022-07-20 13:55:54,31.4583,131.2333,81.0,89,100,7.49,moderate rain
